text,label
20 yasinda 80 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 81 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 82 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 83 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 84 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 85 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 86 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 87 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 88 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 89 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 90 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 91 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 92 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 93 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 94 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 95 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 96 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 97 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 98 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 99 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 100 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 50 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 51 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 52 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 53 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 54 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 55 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 56 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 57 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 58 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 59 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 60 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 61 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 62 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 63 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 64 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 65 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 66 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 67 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 68 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 69 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 70 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 71 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 72 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 73 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 74 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 75 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 76 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 77 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 78 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 79 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 80 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 81 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 82 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 83 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 84 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 85 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 86 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 87 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 88 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 89 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 90 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 91 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 92 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 93 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 94 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 95 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 96 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 97 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 98 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 99 kilo  kadin  egzersiz gecmisi var ,Label_0
21 yasinda 100 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 50 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 51 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 52 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 53 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 54 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 55 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 56 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 57 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 58 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 59 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 60 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 61 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 62 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 63 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 64 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 65 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 66 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 67 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 68 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 69 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 70 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 71 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 72 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 73 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 74 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 75 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 76 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 77 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 78 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 79 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 80 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 81 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 82 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 83 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 84 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 85 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 86 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 87 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 88 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 89 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 90 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 91 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 92 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 93 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 94 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 95 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 96 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 97 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 98 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 99 kilo  kadin  egzersiz gecmisi var ,Label_0
22 yasinda 100 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 50 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 51 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 52 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 53 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 54 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 55 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 56 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 57 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 58 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 59 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 60 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 61 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 62 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 63 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 64 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 65 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 66 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 67 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 68 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 69 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 70 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 71 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 72 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 73 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 74 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 75 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 76 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 77 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 78 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 79 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 80 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 81 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 82 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 83 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 84 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 85 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 86 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 87 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 88 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 89 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 90 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 91 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 92 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 93 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 94 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 95 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 96 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 97 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 98 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 99 kilo  kadin  egzersiz gecmisi var ,Label_0
23 yasinda 100 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 50 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 51 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 52 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 53 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 54 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 55 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 56 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 57 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 58 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 59 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 60 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 61 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 62 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 63 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 64 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 65 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 66 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 67 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 68 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 69 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 70 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 71 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 72 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 73 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 74 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 75 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 76 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 77 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 78 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 79 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 80 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 81 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 82 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 83 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 84 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 85 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 86 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 87 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 88 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 89 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 90 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 91 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 92 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 93 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 94 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 95 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 96 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 97 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 98 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 99 kilo  kadin  egzersiz gecmisi var ,Label_0
24 yasinda 100 kilo  kadin  egzersiz gecmisi var ,Label_0
20 yasinda 50 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 51 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 52 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 53 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 54 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 55 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 56 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 57 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 58 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 59 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 60 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 61 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 62 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 63 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 64 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 65 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 66 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 67 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 68 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 69 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 70 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 71 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 72 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 73 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 74 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 75 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 76 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 77 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 78 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 79 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 80 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 81 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 82 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 83 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 84 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 85 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 86 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 87 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 88 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 89 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 90 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 91 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 92 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 93 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 94 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 95 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 96 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 97 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 98 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 99 kilo  kadin  egzersiz gecmisi yok ,Label_0
20 yasinda 100 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 50 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 51 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 52 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 53 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 54 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 55 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 56 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 57 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 58 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 59 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 60 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 61 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 62 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 63 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 64 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 65 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 66 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 67 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 68 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 69 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 70 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 71 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 72 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 73 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 74 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 75 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 76 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 77 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 78 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 79 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 80 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 81 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 82 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 83 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 84 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 85 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 86 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 87 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 88 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 89 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 90 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 91 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 92 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 93 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 94 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 95 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 96 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 97 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 98 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 99 kilo  kadin  egzersiz gecmisi yok ,Label_0
21 yasinda 100 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 50 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 51 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 52 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 53 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 54 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 55 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 56 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 57 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 58 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 59 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 60 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 61 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 62 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 63 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 64 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 65 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 66 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 67 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 68 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 69 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 70 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 71 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 72 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 73 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 74 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 75 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 76 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 77 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 78 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 79 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 80 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 81 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 82 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 83 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 84 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 85 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 86 kilo  kadin  egzersiz gecmisi yok ,Label_0
22 yasinda 87 kilo  kadin  egzersiz gecmisi yok ,Label_0
